Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09894320368766785,0.09937336765623503,0.09894320368766785,0.09894320368766785,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09421145648123587,0.09421145648123587,0.09378129243850708,0.09378129243850708,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.0873281201822309,0.0873281201822309,0.08689796179533005,0.08689796179533005,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08904871344566345,0.08947887732611358,0.08904871344566345,0.08904871344566345,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.0916304886341095,0.09206064692934274,0.0916304886341095,0.0916304886341095,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09722255915403366,0.09765272312195204,0.09722255915403366,0.09722255915403366,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10195435583591461,0.1023852895188911,0.10195435583591461,0.10195435583591461,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10625670105218887,0.10668686496489124,0.10625670105218887,0.10625670105218887,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11184878647327422,0.1122789503437396,0.11184878647327422,0.11184878647327423,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12217347323894501,0.12260363729655095,0.12217347323894501,0.12217347323894501,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.1238941326737404,0.12432429678235618,0.1238941326737404,0.12389413267374039,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12131313305302233,0.12131313305302233,0.12088298052549362,0.12088298052549362,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11787191529627426,0.11787191529627426,0.11744175106287003,0.11744175106287003,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11873217672109604,0.1195925047853576,0.11873217672109604,0.11873217672109604,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11658135870573977,0.11658135870573977,0.11615120619535448,0.11615120619535446,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1114186093994958,0.1114186093994958,0.11098844558000565,0.11098844558000565,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10668686496489124,0.10668686496489124,0.10625670105218887,0.10625670105218887,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10453609453160012,0.10453609453160012,0.10410594195127487,0.10410594195127487,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10969801247119904,0.11012817647445292,0.10969801247119904,0.10969801247119904,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10969802545186783,0.10969802545186783,0.10883770883083344,0.10883770883083344,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10539640960593635,0.10539640960593635,0.10496624559164047,0.10496624559164047,23049600,0.0,0.0
