Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05459445331875258,0.06262312181781884,0.05459445331875258,0.059946488589048386,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05994646912538373,0.06315830483835183,0.05994646912538373,0.062087282538414,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06208729587046373,0.06369352186856518,0.06208729587046373,0.063158318400383,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06315834136689746,0.06369354502969786,0.06101691112191717,0.06155211478471756,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06155207413734816,0.06208727744671438,0.059946464209249505,0.06048166751861572,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06048167759559127,0.06048167759559127,0.05834086400144109,0.05887606739997864,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05887611222704658,0.05994651983910814,0.05620009319689268,0.05727050080895424,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05727046260866864,0.05727046260866864,0.05512964881250148,0.055664852261543274,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.0556648406978611,0.05673524737358093,0.05512963736000119,0.05673524737358093,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.0567352776013834,0.0588760920934206,0.05620007397837411,0.0583408884704113,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.058340898504079794,0.05941130593419074,0.058340898504079794,0.05941130593419075,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05941127079851618,0.05941127079851618,0.05780566060290354,0.05887606739997864,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.0588760920934206,0.0588760920934206,0.0583408884704113,0.0583408884704113,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05834086400144109,0.05994647419705373,0.05834086400144109,0.05887606739997864,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05941130593419074,0.06101691707935717,0.05941130593419074,0.05941130593419075,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05941130593419074,0.05994650964924622,0.05941130593419074,0.05941130593419075,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.0594112957164299,0.0599464993394392,0.057270481224392704,0.0583408884704113,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05834086400144109,0.05994647419705373,0.05834086400144109,0.05887606739997864,10252800,0.0,0.0
